ID,name,gwp,declared_unit,category
ec38rf95,"424 1/2"" Binder PG76-22 GH-0208-23",68.72 kgCO2e,1 metric ton,Asphalt
ec35q8r8,"424 1/2"" Surface Esal E PG67-22 GH-0209-23",63.12 kgCO2e,1 metric ton,Asphalt
ec3s67gd,"424 1/2"" Surface Esal E PG67-22 GH-0212-23",69.55 kgCO2e,1 metric ton,Asphalt
ec3eus12,"424 1/2"" Surface PG76-22 GH-0210-23 W- Evotherm",76.1 kgCO2e,1 metric ton,Asphalt
ec31q9uj,"424 1/2"" Surface PG76-22 GH-0210-23 W- Evotherm",75.96 kgCO2e,1 metric ton,Asphalt
ec3kendp,"424 1/2"" Surface PG76-22 GH-0211-23",75.31 kgCO2e,1 metric ton,Asphalt
ec3k4amk,"424 1/2"" Surface PG76-22 GH-0213-23 W- Anova 1815",76.09 kgCO2e,1 metric ton,Asphalt
ec3cwx7h,"424 1/2"" Surface PG76-22 GH-0213-23 W- Anova 1815",75.99 kgCO2e,1 metric ton,Asphalt
ec3nxja0,"424 1/2"" Surface PG76-22 GH-0214-23 W- ACE XP Fiber",82.67 kgCO2e,1 metric ton,Asphalt
ec3f3fxe,424 1/2” Meta,67.2 kgCO2e,1 metric ton,Asphalt
ec3btpa6,424 1/2” Meta Permanent,70.03 kgCO2e,1 metric ton,Asphalt
ec37pmgt,424 1/2” Private,35.64 kgCO2e,1 metric ton,Asphalt
ec3wmn9s,424 1” Meta,52.69 kgCO2e,1 metric ton,Asphalt
ec3p4wtt,424 1” Meta Permanent,55.6 kgCO2e,1 metric ton,Asphalt
ec3316bq,"424 3/4"" Binde ABCDE PG67-22 GH-0207-23",60.23 kgCO2e,1 metric ton,Asphalt
ec33dadu,"424 3/4"" Meta",56.9 kgCO2e,1 metric ton,Asphalt
ec3c64my,424 3/4” Binder,27.58 kgCO2e,1 metric ton,Asphalt
ec3s7fy0,424 3/4” Meta,56.91 kgCO2e,1 metric ton,Asphalt
ec3baa4u,424 3/4” Meta Permanent,59.97 kgCO2e,1 metric ton,Asphalt
ec3xw7jh,630231,82.36 kgCO2e,1 metric ton,Asphalt
ec371k96,630527,67.68 kgCO2e,1 metric ton,Asphalt
ec3a3x7c,630527R20,59.67 kgCO2e,1 metric ton,Asphalt
ec3sxdhm,630627,68.33 kgCO2e,1 metric ton,Asphalt
ec3gahft,630627R20,60.97 kgCO2e,1 metric ton,Asphalt
ec389ndy,630633,63.85 kgCO2e,1 metric ton,Asphalt
ec3bey1u,630633Oaks,66.46 kgCO2e,1 metric ton,Asphalt
ec38hz9u,630633R20,56.42 kgCO2e,1 metric ton,Asphalt
ec32yzj6,630633R20Oaks,59.24 kgCO2e,1 metric ton,Asphalt
ec3h9662,630731,84.04 kgCO2e,1 metric ton,Asphalt
ec3kchu4,630733,65.24 kgCO2e,1 metric ton,Asphalt
ec36gj1m,630733R20,58.41 kgCO2e,1 metric ton,Asphalt
ec3cpfz3,9.5mm 65gyr FMT PG64-28ETCop 115.20 Zyco,67.7 kgCO2e,1 metric ton,Asphalt
ec3qqx83,9.5mm 65gyr FMT PG64-28ETCop 115.20 Zyco,67.74 kgCO2e,1 metric ton,Asphalt
ec3zgx5c,9.5mm 65gyr FMT PG64-28ETMA 115.20 Zyco,69.72 kgCO2e,1 metric ton,Asphalt
ec3r3pcf,9.5mm 65gyr FMT PG64-28ETMA 115.20 Zyco,69.77 kgCO2e,1 metric ton,Asphalt
ec3ugmee,9.5mm 65gyr FMT PG64-28NH 115.20,62.48 kgCO2e,1 metric ton,Asphalt
ec3ss8p4,9.5mm 65gyr FMT PG64-28NH 115.20 Zyco,62.45 kgCO2e,1 metric ton,Asphalt
ec3k5hr4,9.5mm 65gyr FMT PG64-28NH 115.20 Zyco,62.48 kgCO2e,1 metric ton,Asphalt
ec330xfq,9.5mm 65gyr FMT PG64-28SP 115.20,61.71 kgCO2e,1 metric ton,Asphalt
ec376q81,9.5mm 65gyr FT PG64-28ETCop 115.20 Zyco,64.34 kgCO2e,1 metric ton,Asphalt
ec3t9sq5,9.5mm 65gyr FT PG64-28ETCop 115.20 Zyco,64.3 kgCO2e,1 metric ton,Asphalt
ec3y4dy5,9.5mm 65gyr FT PG64-28ETMA 115.20 Zyco,66.19 kgCO2e,1 metric ton,Asphalt
ec37s82p,9.5mm 65gyr FT PG64-28ETMA 115.20 Zyco,66.23 kgCO2e,1 metric ton,Asphalt
ec33q14e,9.5mm 65gyr FT PG64-28NH 115.20,59.48 kgCO2e,1 metric ton,Asphalt
ec33ajwg,9.5mm 65gyr FT PG64-28NH 115.20 Zyco,59.48 kgCO2e,1 metric ton,Asphalt
ec376zab,9.5mm 65gyr FT PG64-28NH 115.20 Zyco,59.45 kgCO2e,1 metric ton,Asphalt
ec36fr0f,9.5mm 65gyr FT PG64-28SP 115.20,58.76 kgCO2e,1 metric ton,Asphalt
ec377364,9.5mm 65gyr FTS PG64-28NH 115.20,64.74 kgCO2e,1 metric ton,Asphalt
ec3hazu3,9.5mm 65gyr FTS PG64-28SP 115.20,63.88 kgCO2e,1 metric ton,Asphalt
ec3j9gzk,9.5mm 65gyr PG64-22 115.20,57.12 kgCO2e,1 metric ton,Asphalt
ec35dm8j,9.5mm 65gyr PG64-22NH 115.20,57.14 kgCO2e,1 metric ton,Asphalt
ec32xz9t,9.5mm 65gyr PG64-28 115.20,57.3 kgCO2e,1 metric ton,Asphalt
ec3zqktb,9.5mm 65gyr PG64-28E 115.20,65.99 kgCO2e,1 metric ton,Asphalt
ec3j7f6a,9.5mm 75gyr FT PG64-28SP 125.20,57.65 kgCO2e,1 metric ton,Asphalt
ec350d5h,950433,64.59 kgCO2e,1 metric ton,Asphalt
ec3472z2,950433Grav,65.66 kgCO2e,1 metric ton,Asphalt
ec3krkta,950433R20,57.75 kgCO2e,1 metric ton,Asphalt
ec38a95p,950433R20Grav,58.75 kgCO2e,1 metric ton,Asphalt
ec3x35fp,950733,63.85 kgCO2e,1 metric ton,Asphalt
ec3yw10n,950733GBlend,64.33 kgCO2e,1 metric ton,Asphalt
ec32ncs4,950733Oaks,66.46 kgCO2e,1 metric ton,Asphalt
ec3750wn,950733OaksT&L,66.79 kgCO2e,1 metric ton,Asphalt
ec3ef5nb,950733R20,57.07 kgCO2e,1 metric ton,Asphalt
ec3g470z,950733R20GBlend,56.79 kgCO2e,1 metric ton,Asphalt
ec3g06c5,950733R20Oaks,59.24 kgCO2e,1 metric ton,Asphalt
ec33ffm4,950733R20OaksT&L,59.9 kgCO2e,1 metric ton,Asphalt
ec3gugmn,950733R20TL Staff,59.01 kgCO2e,1 metric ton,Asphalt
ec3e9bnr,950733TL Staff,66.18 kgCO2e,1 metric ton,Asphalt
ec3190d5,951133,63.85 kgCO2e,1 metric ton,Asphalt
ec3mahu8,951133R20,57.07 kgCO2e,1 metric ton,Asphalt
ec3e9sst,951233,65.17 kgCO2e,1 metric ton,Asphalt
ec3wgkzc,951233R20,57.73 kgCO2e,1 metric ton,Asphalt
ec373q02,951631,83 kgCO2e,1 metric ton,Asphalt
ec3mhk9d,952031,83.48 kgCO2e,1 metric ton,Asphalt
ec32qwbw,952127,67.68 kgCO2e,1 metric ton,Asphalt
ec3eju8u,952127R20,60.32 kgCO2e,1 metric ton,Asphalt
ec3uww3a,952127TL,67.03 kgCO2e,1 metric ton,Asphalt
ec3sgt1p,952227,68.98 kgCO2e,1 metric ton,Asphalt
ec3xgskk,952227R20,67.47 kgCO2e,1 metric ton,Asphalt
ec3cn880,952527,66.38 kgCO2e,1 metric ton,Asphalt
ec3cuegh,952527R20,59.02 kgCO2e,1 metric ton,Asphalt
ec3pfag0,952927,67.03 kgCO2e,1 metric ton,Asphalt
ec36kkjn,952927R20,60.32 kgCO2e,1 metric ton,Asphalt
ec3gpyep,Asphalt/Rubber Hot Mix Asphalt,69.8 kgCO2e,1 short ton,Asphalt
ec3czt7c,BP-2 22-61,46.58 kgCO2e,1 metric ton,Asphalt
ec3k6x1t,BUR Non-Modified Asphalt Roofing,1.83 kgCO2e,1 kg,Asphalt
ec39dh1y,GH-0108-21,46.22 kgCO2e,1 metric ton,Asphalt
ec3x63wz,GH-0108-21,46.62 kgCO2e,1 metric ton,Asphalt
ec3q5ha9,GH-0161-21,61.9 kgCO2e,1 metric ton,Asphalt
ec3sa1z1,GH-0161-21,61.17 kgCO2e,1 metric ton,Asphalt
ec3xeabe,GH-0161-21,61.67 kgCO2e,1 metric ton,Asphalt
ec3as368,HMA055-21,63.21 kgCO2e,1 metric ton,Asphalt
ec37y3j3,"HMA055-21, an asphalt mix.",,1 ton,Asphalt
ec3p5hz1,HMA205-20,75.54 kgCO2e,1 metric ton,Asphalt
ec38f1wh,PAG 2 HV PG 70-10 W/ RAP WRIGHT,61.21 kgCO2e,1 metric ton,Asphalt
ec3ax499,PAG 2 LV PG 70-10 WRIGHT NO RAP,67.62 kgCO2e,1 metric ton,Asphalt
ec3uucp4,PAG 2 LV PG 70-10 WRIGHT W/ RAP,63.71 kgCO2e,1 metric ton,Asphalt
ec3262n0,Polymer modified hot mix asphalt,58.7 kgCO2e,1 short ton,Asphalt
ec32qn1r,S21-2-11,92.18 kgCO2e,1 metric ton,Asphalt
ec34h6c1,S21-2-11,92.18 kgCO2e,1 metric ton,Asphalt
ec3yum7t,S21-2-11,92.18 kgCO2e,1 metric ton,Asphalt
ec3trmwq,S21-2-11,92.18 kgCO2e,1 metric ton,Asphalt
ec32um6w,S21-2-11,92.18 kgCO2e,1 metric ton,Asphalt
ec3cw0ej,S21-2-11,92.18 kgCO2e,1 metric ton,Asphalt
ec3zjaru,S21-2-11,92.18 kgCO2e,1 metric ton,Asphalt
ec33phpk,"S21-2-11, an asphalt mix.",92.18 kgCO2e,1 tonne,Asphalt
ec3bsd34,S21-2-16W,82.32 kgCO2e,1 metric ton,Asphalt
ec3q1p49,S21-2-16W,82.32 kgCO2e,1 metric ton,Asphalt
ec34jyu9,S21-2-16W,82.32 kgCO2e,1 metric ton,Asphalt
ec3qstjy,S21-2-16W,82.32 kgCO2e,1 metric ton,Asphalt
ec348tjj,S21-2-16W,82.32 kgCO2e,1 metric ton,Asphalt
ec3g5ha9,S21-2-16W,82.32 kgCO2e,1 metric ton,Asphalt
ec3f5h0e,S21-2-16W,82.32 kgCO2e,1 metric ton,Asphalt
ec32f7tt,S21-2-16W,82.32 kgCO2e,1 metric ton,Asphalt
ec3cr544,"S21-2-16W, an asphalt mix.",82.32 kgCO2e,1 tonne,Asphalt
ec3wpunh,S21-2-1LVW,74.65 kgCO2e,1 metric ton,Asphalt
ec32w389,"S21-2-1LVW, an asphalt mix.",74.65 kgCO2e,1 ton,Asphalt
ec3upczz,S21-2-1W,72.73 kgCO2e,1 metric ton,Asphalt
ec3d1xe7,"S21-2-1W, an asphalt mix.",72.73 kgCO2e,1 tonne,Asphalt
ec353j18,S21-2-2LVW,75.33 kgCO2e,1 metric ton,Asphalt
ec3d6sj4,"S21-2-2LVW, an asphalt mix.",75.33 kgCO2e,1 tonne,Asphalt
ec3yxnzr,S21-2-2W,73.99 kgCO2e,1 metric ton,Asphalt
ec34jm0y,"S21-2-2W, an asphalt mix.",73.99 kgCO2e,1 tonne,Asphalt
ec3ux2bc,S21-2-4W,74.22 kgCO2e,1 metric ton,Asphalt
ec3kfr9c,"S21-2-4W, an asphalt mix.",74.22 kgCO2e,1 tonne,Asphalt
ec37sw3e,S22-2-10HVW,81.15 kgCO2e,1 metric ton,Asphalt
ec370w1d,"S22-2-10HVW, an asphalt mix.",81.15 kgCO2e,1 tonne,Asphalt
ec31ejf3,S22-2-10LVW,84.37 kgCO2e,1 metric ton,Asphalt
ec3cz32f,"S22-2-10LVW, an asphalt mix.",84.37 kgCO2e,1 tonne,Asphalt
ec3dyjfm,S22-2-11R,88.81 kgCO2e,1 metric ton,Asphalt
ec38swpg,S22-2-11R,92.29 kgCO2e,1 metric ton,Asphalt
ec3nczxb,S22-2-11R,92.29 kgCO2e,1 metric ton,Asphalt
ec3sqq41,"S22-2-11R, an asphalt mix.",92.29 kgCO2e,1 tonne,Asphalt
ec37bbb1,S22-2-11W,92.18 kgCO2e,1 metric ton,Asphalt
ec3755ce,"S22-2-11W, an asphalt mix.",92.18 kgCO2e,1 tonne,Asphalt
ec3yb4dk,S22-2-16W,84.49 kgCO2e,1 metric ton,Asphalt
ec3wgejk,S22-2-9HVW,80.19 kgCO2e,1 metric ton,Asphalt
ec3kj1ak,S22-2-9HVW,80.19 kgCO2e,1 metric ton,Asphalt
ec3hf3zu,"S22-2-9HVW, an asphalt mix.",80.19 kgCO2e,1 tonne,Asphalt
ec3u8p04,S22-2-9LVW,83.73 kgCO2e,1 metric ton,Asphalt
ec3bczzm,"S22-2-9LVW, an asphalt mix.",83.73 kgCO2e,1 tonne,Asphalt
ec3qd50b,WMA015-22 25.0mm Binder,56.61 kgCO2e,1 metric ton,Asphalt
ec39h9xk,WMA020-21 25.0mm Binder RAP,48.89 kgCO2e,1 metric ton,Asphalt
ec340c6j,USG Structural Panel Concrete Subfloor,2890 kgCO2e,1000 ft2,Backing&Underlay
ec3fm0qp,BUR Non-Modified Asphalt Base Sheets (40 mils),0.899 kgCO2e,1 m2,Bituminous_Roofing
ec3cy6bz,SBS-Modified Asphalt Roofing (Self-Adhered),5.39 kgCO2e,1 m2,Bituminous_Roofing
ec3cjm1s,ALLEY WRAP™ B,8.26 kgCO2e,1 m2,Blanket
ec363ghy,ALLEY WRAP™ B,7.871 kgCO2e,1 m2,Blanket
ec3t1djr,EcoBatt Kraft faced Batts and Rolls,0.69 kgCO2e,1 m2,Blanket
ec34qjqs,EcoBatt Unfaced Batts and Rolls,0.65 kgCO2e,1 m2,Blanket
ec3ea6q4,EcoBatt batts and rolls: FSK-faced,0.531 kgCO2e,1 m2,Blanket
ec32yqs5,EcoBatt batts and rolls: Foil-faced,0.49 kgCO2e,1 m2,Blanket
ec3q3yn7,EcoBatt batts and rolls: Kraft-faced,0.239 kgCO2e,1 m2,Blanket
ec3f1g5g,EcoBatt batts and rolls: unfaced,0.152 kgCO2e,1 m2,Blanket
ec3sa89z,EcoTouch Flame Spread 25 Fiberglass Insulation - FSK faced,1.01 kgCO2e,1 m2,Blanket
ec390bu1,EcoTouch Flame Spread 25 Fiberglass Insulation - PSK faced,0.95 kgCO2e,1 m2,Blanket
ec3r2psa,EcoTouch PINK Fiberglass Foil Faced Insulation,0.81 kgCO2e,1 m2,Blanket
ec3befmr,EcoTouch Pink Fiberglas batt and roll insulation - FSK faced,1.22 kgCO2e,1 m2,Blanket
ec3yq33m,EcoTouch Pink Fiberglas batt and roll insulation - PSK faced,0.843 kgCO2e,1 m2,Blanket
ec3sgym8,EcoTouch Pink Fiberglas batt and roll insulation - foil faced,1 kgCO2e,1 m2,Blanket
ec3pgke5,EcoTouch Pink Fiberglas batt and roll insulation - kraft faced,0.599 kgCO2e,1 m2,Blanket
ec3tnmxr,EcoTouch® Kraft-faced Insulation.,0.7 kgCO2e,1 m2,Blanket
ec3p2djs,EcoTouch® Unfaced Insulation,0.58 kgCO2e,1 m2,Blanket
ec3zm2xx,FSK-faced ALLEY WRAP™ B,2.123 kgCO2e,1 m2,Blanket
ec3x7z33,"FSK-faced EcoBatt® and EcoRoll Insulation produced in Lanett, AL",1.6 kgCO2e,1 m2,Blanket
ec3npd42,FSK-faced Performance+™ Duct Wrap,2.123 kgCO2e,1 m2,Blanket
ec3x6rap,"Foil-faced EcoBatt® and EcoRoll Insulation produced in Lanett, AL",1.4 kgCO2e,1 m2,Blanket
ec3b3daq,KN Series Insulation,1.655 kgCO2e,1 m2,Blanket
ec30juaj,"Kraft-faced EcoBatt® and EcoRoll Insulation produced in Lanett, AL",1.17 kgCO2e,1 m2,Blanket
ec3f8p9p,Sustainable Insulation Fiberglass Blanket,0.196 kgCO2e,1 m2,Blanket
ec34uwrb,Sustainable Insulation® Unfaced and Kraft Faced Batts,1.2 kgCO2e,1 m2,Blanket
ec3b2h70,"Unfaced EcoBatt® and EcoRoll Insulation produced in Lanett, AL",1.12 kgCO2e,1 m2,Blanket
ec3f5umt,"Blowing Wool Fiberglass Insulation- InsulSafe® SP, TrueComfort®, UltraComfort®, OPTIMA®, InsulSafe®",1.29 kgCO2e,1 m2,Blown
ec3xug36,Jet Stream ULTRA,0.729 kgCO2e,1 m2,Blown
ec34chpf,Jet Stream® Ultra Blowing Wool Insulation (Lanett),0.4078 kgCO2e,1 m2,Blown
ec3z6gjn,JetStream Ultra Blowing Wool Insulation,0.73 kgCO2e,1 m2,Blown
ec3nbrhh,"Mesa, AZ - SANCTUARY® by Greenfiber® Blow-In or Spray-Applied Insulation",0.2875 kgCO2e,1 m2,Blown
ec32sx40,FOAMGLAS® F,1.48 kgCO2e,1.0 kg,Board
ec342dmf,Johns Manville Mineral Wool Insulation Heavy Density Board Product,8.02 kgCO2e,1 m2,Board
ec372uwh,Johns Manville Mineral Wool Insulation Light Density Board Product,2.9 kgCO2e,1 m2,Board
ec3g36js,Neopor® Plus (GPS)  - Type I,1.74 kgCO2e,1 m2,Board
ec3zw6d6,Neopor® Plus (GPS)  - Type II,2.8 kgCO2e,1 m2,Board
ec39xkr0,Neopor® Plus (GPS)  - Type VIII,2.23 kgCO2e,1 m2,Board
ec38bp9n,Neopor® Plus (GPS) - Type IX,3.58 kgCO2e,1 m2,Board
ec3h3e48,Mix Concrete Brick,35.6 kgCO2e,1 m3,Brick
ec3dnrg4,Mix G-Mix EZ Bricks,37.5 kgCO2e,1 m3,Brick
ec3tk17j,"#duplicate NexStep Cushion Tile, Solution Dyed Nylon 6,6",24 kgCO2e,1 m2,Carpet
ec3ngpu2,"AFFIXX Hardback Carpet Tile - Solution Dyed Nylon 6,6 Yarn and Piece Dyed Nylon 6,6 Yarn",0.2 kgCO2e,1 m²,Carpet
ec3p56p7,"AFFIXX™ Tile - Piece Dyed Nylon 6,6",14.6 kgCO2e,1 m2,Carpet
ec3r8fr8,"AFFIXX™ Tile -SolutionDyed Nylon 6,6",14.7 kgCO2e,1 m2,Carpet
ec357t8x,"AFIRMA Hardback Tile - Piece Dyed Nylon 6,6",15 kgCO2e,1 m2,Carpet
ec3w9qfr,AFIRMA IITM Hardback carpet tile with Nylon 6 Yarn - Solution Dyed 14 oz/yd2,5.62 kgCO2e,1 m2,Carpet
ec3j9mke,"AFIRMATM HardbackTile - Solution Dyed Nylon 6,6",13.2 kgCO2e,1 m2,Carpet
ec3km5g3,"AFIRMA™ Hardback Tile- Piece Dyed Nylon 6,6",0.318 kgCO2e,1 m²,Carpet
ec3954f2,AFIRMA™ II Hardback Tile,14.71 kgCO2e,1 m2,Carpet
ec3p9dty,Broadloom Carpet,10.1 kgCO2e,1 m2,Carpet
ec3epmm0,Broadloom Carpet,12.1 kgCO2e,1 m2,Carpet
ec3xtsza,EliteFlex™ Broadloom (Continuous Dyed),14.71 kgCO2e,1 m2,Carpet
ec3ghy2j,EliteFlex™ Broadloom (Solution Dyed),14.6 kgCO2e,1 m2,Carpet
ec3pmt3s,"High PerformancePC Broadloom - Solution Dyed Nylon 6,6 Yarn and Piece Dyed Nylon 6,6 Yarn",0.115 kgCO2e,1 m²,Carpet
ec3nc682,"High PerformancePC Broadloom, Piece Dyed Nylon 6,6",11.2 kgCO2e,1 m2,Carpet
ec3caufd,"High PerformancePC Broadloom, Solution Dyed Nylon 6,6",11.6 kgCO2e,1 m2,Carpet
ec3bb7fn,Infinity® 2,19 kgCO2e,1 m2,Carpet
ec375pgp,Integra HP,15.7 kgCO2e,1 m2,Carpet
ec3xf4hw,Modular Carpet Family,14.3 kgCO2e,1 m2,Carpet
ec3bayh4,"NexStep Cushion Tile, Piece Dyed Nylon 6,6",19.5 kgCO2e,1 m2,Carpet
ec3rf676,Perma-Tile Modular Carpet Family,19.5 kgCO2e,1 m2,Carpet
ec3pj1xc,"ion, Carpet packaging and transport ETALbeeled gay of raw materials alee Thelife cycle assessment st",19 kgCO2e,1 m²,Carpet
ec3jshxn,Levelrock® Brand 2500 Floor Underlayment,185 kgCO2e,1 metric ton,Cast_Decks_and_Underlayment
ec3uc81n,#name_is_not_extracted,0.572 kgCO2e,1 ft^2,Ceiling_Panels
ec3ppuaq,"USG Ceilings: Radar ClimaPlus High-Durability, Radar ClimaPlus High-CAC",0.507 kgCO2e,,Ceiling_Panels
ec3bckhf,Ceramic Wall and Floor Tile,45.9 kgCO2e,1 m2,Ceramic_Tile
ec3g87fq,Floor Tile - Florence AL,19.9 kgCO2e,1 m2,Ceramic_Tile
ec3d7nf2,Floor Tile - Florence AL,19.9 kgCO2e,1 m2,Ceramic_Tile
ec3jcmuy,Quarry Tile,26.3 kgCO2e,1 m2,Ceramic_Tile
ec39pfaf,Quarry Tile,26.3 kgCO2e,1 m2,Ceramic_Tile
ec3h5u2b,Quarry Tile - Fayette AL,26.3 kgCO2e,1 m2,Ceramic_Tile
ec3crkkq,Quarry Tile - Fayette AL,26.3 kgCO2e,1 m2,Ceramic_Tile
ec3a6ngm,Cold-Rolled Steel Coil,1260 kgCO2e,1 t,Coil_Steel
ec3fwne8,Galvanized Steel Coil,1510 kgCO2e,1 metric ton,Coil_Steel
ec3hsdfw,Galvanized Steel Coil,1510 kgCO2e,1 t,Coil_Steel
ec3xar3h,Hot Rolled Steel Coil,1020 kgCO2e,1 metric ton,Coil_Steel
ec3a646t,Hot-Rolled Sheet,1026.8 kgCO2e,1 t,Coil_Steel
ec3s17t8,Hot-Rolled Sheet,1296.11 kgCO2e,1 t,Coil_Steel
ec30d2qj,Hot-Rolled Sheet,1243.9 kgCO2e,1 metric ton,Coil_Steel
ec3ahpea,Hot-Rolled Sheet,1296.11 kgCO2e,1 t,Coil_Steel
ec3yeebp,Hot-Rolled Steel Coil,1170 kgCO2e,1 t,Coil_Steel
ec370des,Cold formed Steel Framing and Accessory Products,2660 kgCO2e,1 t,Cold_Formed_Framing
ec3gez2c,Light Guage Steel Track and Stud Framing,1336.3 kgCO2e,1 t,Cold_Formed_Framing
ec32sjj6,MBA Metal Framing,1900 kgCO2e,1 t,Cold_Formed_Framing
ec33axac,Steel framing studs and track,2100 kgCO2e,1 t,Cold_Formed_Framing
ec3bnd2x,Steel framing studs and track,3200 kgCO2e,1 t,Cold_Formed_Framing
ec37wg6d,ASC Steel Deck,2800 kgCO2e,1000 kg,Composite_and_Form_Decks
ec3d9mwe,Fabricated Steel Roof and Floor Deck,1794.5 kgCO2e,1 t,Composite_and_Form_Decks
ec3g1b0r,Fabricated steel roof and floor deck,1990 kgCO2e,1 t,Composite_and_Form_Decks
ec3z1x47,Fabricated steel roof and floor deck,2170 kgCO2e,1 t,Composite_and_Form_Decks
ec35jn9r,Verco Fabricated Steel and Floor Deck from BOF coil,2229.29 kgCO2e,1 t,Composite_and_Form_Decks
ec3sehw3,Verco Fabricated Steel and Floor Deck from EAF coil,1792.47 kgCO2e,1 t,Composite_and_Form_Decks
ec3hmbjy,VICOSTONE® Quartz Surfaces,2.4 kgCO2e,1 m2,Countertops
ec33rwzt,Traditional Curtain Wall (CS),177 kgCO2e,1 m2,Curtain_Walls
ec3j4xu4,9600 Series Electric Strike,6.07 kgCO2e,1 piece,Doors_Hardware
ec3futeu,HES 1006 Series Electric Strike,3.78 kgCO2e,1 unit,Doors_Hardware
ec3s9qms,HES 9000 Series Surface Mounted Electric Strikes,10 kgCO2e,1 piece,Doors_Hardware
ec3buzc9,HES1006 Series Electric Strike,4.6 kgCO2e,1 piece,Doors_Hardware
ec35347s,Pemko PDB411E Acoustic Automatic Door Bottom,5.3 kgCO2e,1 unit,Doors_Hardware
ec327rq0,Pemko Silicone Adhesive Smoke and Fire Gasket,3.6 kgCO2e,1 ea,Doors_Hardware
ec3c6zgx,Securitron M32 Magnalock,11 kgCO2e,1 piece,Doors_Hardware
ec3pdqyn,OCAL® PVC-coated Aluminum Conduit,61.7 kgCO2e,1 m,Electrical_Conduit
ec33kdhu,PVC Extruded Electrical Conduit,7.7 kgCO2e,1 m,Electrical_Conduit
ec359adw,"PVC Extruded Electrical Conduit Schedule 40 1""",1.28 kgCO2e,1 m,Electrical_Conduit
ec3d0ppd,"PVC Extruded Electrical Conduit Schedule 40 1-1/2""",2.09 kgCO2e,1 m,Electrical_Conduit
ec3jnd61,"PVC Extruded Electrical Conduit Schedule 40 1-1/4""",1.74 kgCO2e,1 m,Electrical_Conduit
ec32wxrj,"PVC Extruded Electrical Conduit Schedule 40 1/2""",0.655 kgCO2e,1 m,Electrical_Conduit
ec3df2s7,"PVC Extruded Electrical Conduit Schedule 40 2""",2.76 kgCO2e,1 m,Electrical_Conduit
ec3u8nm7,"PVC Extruded Electrical Conduit Schedule 40 2-1/2""",4.33 kgCO2e,1 m,Electrical_Conduit
ec33h51u,"PVC Extruded Electrical Conduit Schedule 40 3""",5.69 kgCO2e,1 m,Electrical_Conduit
ec3m5eef,"PVC Extruded Electrical Conduit Schedule 40 3-1/2""",7.08 kgCO2e,1 m,Electrical_Conduit
ec3mc4rj,"PVC Extruded Electrical Conduit Schedule 40 3/4""",0.886 kgCO2e,1 m,Electrical_Conduit
ec3fdw47,"PVC Extruded Electrical Conduit Schedule 40 5""",11 kgCO2e,1 m,Electrical_Conduit
ec3xg53t,"PVC Extruded Electrical Conduit Schedule 40 6""",14.1 kgCO2e,1 m,Electrical_Conduit
ec3ekke5,"PVC Extruded Electrical Conduit Schedule 40 8""",23 kgCO2e,1 m,Electrical_Conduit
ec3cz0a1,"PVC Extruded Electrical Conduit Schedule 80 1""",1.6 kgCO2e,1 m,Electrical_Conduit
ec32g1ys,"PVC Extruded Electrical Conduit Schedule 80 1-1/2""",2.72 kgCO2e,1 m,Electrical_Conduit
ec3paq52,"PVC Extruded Electrical Conduit Schedule 80 1-1/4""",2.23 kgCO2e,1 m,Electrical_Conduit
ec3hs0td,"PVC Extruded Electrical Conduit Schedule 80 1/2""",0.801 kgCO2e,1 m,Electrical_Conduit
ec3buq9y,"PVC Extruded Electrical Conduit Schedule 80 2""",3.72 kgCO2e,1 m,Electrical_Conduit
ec3azxnh,"PVC Extruded Electrical Conduit Schedule 80 2-1/2""",5.67 kgCO2e,1 m,Electrical_Conduit
ec3z5hj9,"PVC Extruded Electrical Conduit Schedule 80 3""",7.65 kgCO2e,1 m,Electrical_Conduit
ec3pr5xd,"PVC Extruded Electrical Conduit Schedule 80 3-1/2""",9.55 kgCO2e,1 m,Electrical_Conduit
ec30wzw5,"PVC Extruded Electrical Conduit Schedule 80 3/4""",1.1 kgCO2e,1 m,Electrical_Conduit
ec3p8tg2,"PVC Extruded Electrical Conduit Schedule 80 4""",11 kgCO2e,1 m,Electrical_Conduit
ec33xe03,"PVC Extruded Electrical Conduit Schedule 80 5""",15.1 kgCO2e,1 m,Electrical_Conduit
ec3z5e9e,"PVC Extruded Electrical Conduit Schedule 80 6""",21.4 kgCO2e,1 m,Electrical_Conduit
ec3ttb8w,PVC-coated conduit Heavy products COND1/2SA-G,12.4 kgCO2e,1 m,Electrical_Conduit
ec3syra5,PVC-coated conduit Heavy products COND11/2SA-G,39.9 kgCO2e,1 m,Electrical_Conduit
ec33epbu,PVC-coated conduit Heavy products COND11/4SA-G,33.6 kgCO2e,1 m,Electrical_Conduit
ec3wqfjr,PVC-coated conduit Heavy products COND1SA-G,20.5 kgCO2e,1 m,Electrical_Conduit
ec3qbg15,PVC-coated conduit Heavy products COND21/2SA-G,87.4 kgCO2e,1 m,Electrical_Conduit
ec36u14z,PVC-coated conduit Heavy products COND3/4SA-G,13.1 kgCO2e,1 m,Electrical_Conduit
ec31sw4s,PVC-coated conduit Heavy products COND31/2SA-G,137 kgCO2e,1 m,Electrical_Conduit
ec3mmg26,PVC-coated conduit Heavy products COND3SA-G,111 kgCO2e,1 m,Electrical_Conduit
